title,location,salary_range,company_name,industry,company_size,ownership_type,job_code,description,company_intro,source_url,updated_at
机械工程师,上海-浦东新区,13-18K,上海智能制造创新科技有限公司,"智能制造,机械设备,建筑工程,航空航天",100-299人,民营,CP-J-MECH-001-01,"岗位方向：智能制造/工程技术。负责机械产品设计、工艺优化、技术文档编写与生产技术支持，强调空间想象力、工程计算与动手能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、SolidWorks、机械设计、材料力学、工艺优化、GD&T，具备学习能力、沟通协作意识和结果交付意识。
加分项：机械工程师、SolidWorks认证，或有校内项目、竞赛、实习、社会实践经历。",上海智能制造创新科技有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-MECH-001-01,2026-05-02
助理机械工程师,广州-天河区,12-17K,广州智能制造产业发展集团,"智能制造,机械设备,建筑工程,航空航天",100-299人,国企,CP-J-MECH-001-02,"岗位方向：智能制造/工程技术。负责机械产品设计、工艺优化、技术文档编写与生产技术支持，强调空间想象力、工程计算与动手能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、SolidWorks、机械设计、材料力学、工艺优化、GD&T，具备学习能力、沟通协作意识和结果交付意识。
加分项：机械工程师、SolidWorks认证，或有校内项目、竞赛、实习、社会实践经历。",广州智能制造产业发展集团面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-MECH-001-02,2026-05-02
机械实习工程师,深圳-南山区,16-23K,深圳智能制造咨询服务有限公司,"智能制造,机械设备,建筑工程,航空航天",100-299人,上市公司,CP-J-MECH-001-03,"岗位方向：智能制造/工程技术。负责机械产品设计、工艺优化、技术文档编写与生产技术支持，强调空间想象力、工程计算与动手能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、SolidWorks、机械设计、材料力学、工艺优化、GD&T，具备学习能力、沟通协作意识和结果交付意识。
加分项：机械工程师、SolidWorks认证，或有校内项目、竞赛、实习、社会实践经历。",深圳智能制造咨询服务有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-MECH-001-03,2026-05-02
土木工程师,广州-天河区,14-20K,广州智能制造产业发展集团,"智能制造,机械设备,建筑工程,航空航天",500-999人,民营,CP-J-CIV-001-01,"岗位方向：智能制造/工程技术。负责工程设计、施工管理、质量监控与工程量核算，强调空间思维、规范意识和现场管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、结构设计、施工管理、工程测量、BIM、质量验收，具备学习能力、沟通协作意识和结果交付意识。
加分项：建造师、结构工程师，或有校内项目、竞赛、实习、社会实践经历。",广州智能制造产业发展集团面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CIV-001-01,2026-05-02
助理土木工程师,深圳-南山区,13-19K,深圳智能制造咨询服务有限公司,"智能制造,机械设备,建筑工程,航空航天",500-999人,国企,CP-J-CIV-001-02,"岗位方向：智能制造/工程技术。负责工程设计、施工管理、质量监控与工程量核算，强调空间思维、规范意识和现场管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、结构设计、施工管理、工程测量、BIM、质量验收，具备学习能力、沟通协作意识和结果交付意识。
加分项：建造师、结构工程师，或有校内项目、竞赛、实习、社会实践经历。",深圳智能制造咨询服务有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CIV-001-02,2026-05-02
土木实习工程师,杭州-西湖区,17-25K,杭州智能制造智能制造有限公司,"智能制造,机械设备,建筑工程,航空航天",500-999人,上市公司,CP-J-CIV-001-03,"岗位方向：智能制造/工程技术。负责工程设计、施工管理、质量监控与工程量核算，强调空间思维、规范意识和现场管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、结构设计、施工管理、工程测量、BIM、质量验收，具备学习能力、沟通协作意识和结果交付意识。
加分项：建造师、结构工程师，或有校内项目、竞赛、实习、社会实践经历。",杭州智能制造智能制造有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CIV-001-03,2026-05-02
建筑设计师,深圳-南山区,6-13K,深圳智能制造咨询服务有限公司,"智能制造,机械设备,建筑工程,航空航天",1000-9999人,民营,CP-J-ARC-001-01,"岗位方向：智能制造/工程技术。负责建筑方案设计、施工图绘制、项目协调与规范审查，强调设计表达、空间思维与审美能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、SketchUp、Revit、建筑规范、方案设计、施工图，具备学习能力、沟通协作意识和结果交付意识。
加分项：注册建筑师、BIM工程师，或有校内项目、竞赛、实习、社会实践经历。",深圳智能制造咨询服务有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ARC-001-01,2026-05-02
助理建筑设计师,杭州-西湖区,5-12K,杭州智能制造智能制造有限公司,"智能制造,机械设备,建筑工程,航空航天",1000-9999人,国企,CP-J-ARC-001-02,"岗位方向：智能制造/工程技术。负责建筑方案设计、施工图绘制、项目协调与规范审查，强调设计表达、空间思维与审美能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、SketchUp、Revit、建筑规范、方案设计、施工图，具备学习能力、沟通协作意识和结果交付意识。
加分项：注册建筑师、BIM工程师，或有校内项目、竞赛、实习、社会实践经历。",杭州智能制造智能制造有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ARC-001-02,2026-05-02
建筑设计师实习生,成都-高新区,9-18K,成都智能制造现代服务有限公司,"智能制造,机械设备,建筑工程,航空航天",1000-9999人,上市公司,CP-J-ARC-001-03,"岗位方向：智能制造/工程技术。负责建筑方案设计、施工图绘制、项目协调与规范审查，强调设计表达、空间思维与审美能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、SketchUp、Revit、建筑规范、方案设计、施工图，具备学习能力、沟通协作意识和结果交付意识。
加分项：注册建筑师、BIM工程师，或有校内项目、竞赛、实习、社会实践经历。",成都智能制造现代服务有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ARC-001-03,2026-05-02
电气工程师,杭州-西湖区,7-11K,杭州智能制造智能制造有限公司,"智能制造,机械设备,建筑工程,航空航天",20-99人,民营,CP-J-ELE-001-01,"岗位方向：智能制造/工程技术。负责电气系统设计、设备选型、自动化控制与现场调试，强调电路分析、系统思维与安全意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握电气设计、PLC编程、电路分析、AutoCAD Electrical、控制系统、电力电子，具备学习能力、沟通协作意识和结果交付意识。
加分项：电气工程师、电工证，或有校内项目、竞赛、实习、社会实践经历。",杭州智能制造智能制造有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ELE-001-01,2026-05-02
助理电气工程师,成都-高新区,6-10K,成都智能制造现代服务有限公司,"智能制造,机械设备,建筑工程,航空航天",20-99人,国企,CP-J-ELE-001-02,"岗位方向：智能制造/工程技术。负责电气系统设计、设备选型、自动化控制与现场调试，强调电路分析、系统思维与安全意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握电气设计、PLC编程、电路分析、AutoCAD Electrical、控制系统、电力电子，具备学习能力、沟通协作意识和结果交付意识。
加分项：电气工程师、电工证，或有校内项目、竞赛、实习、社会实践经历。",成都智能制造现代服务有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ELE-001-02,2026-05-02
电气实习工程师,武汉-光谷,10-16K,武汉智能制造创新科技有限公司,"智能制造,机械设备,建筑工程,航空航天",20-99人,上市公司,CP-J-ELE-001-03,"岗位方向：智能制造/工程技术。负责电气系统设计、设备选型、自动化控制与现场调试，强调电路分析、系统思维与安全意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握电气设计、PLC编程、电路分析、AutoCAD Electrical、控制系统、电力电子，具备学习能力、沟通协作意识和结果交付意识。
加分项：电气工程师、电工证，或有校内项目、竞赛、实习、社会实践经历。",武汉智能制造创新科技有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ELE-001-03,2026-05-02
医药代表,成都-高新区,8-13K,成都医药现代服务有限公司,"医药制造,医疗健康,生命科学",100-299人,民营,CP-J-PHA-001-01,"岗位方向：医药/健康/生命科学。负责药品学术推广、医学信息传递与客户关系维护，强调专业医学知识、沟通能力和目标管理。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握医学知识、学术推广、客户管理、演讲能力、CRM系统、市场分析，具备学习能力、沟通协作意识和结果交付意识。
加分项：医药代表认证、GSP认证，或有校内项目、竞赛、实习、社会实践经历。",成都医药现代服务有限公司面向应届生和初级人才提供医药/健康/生命科学方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PHA-001-01,2026-05-02
助理医药代表,武汉-光谷,7-12K,武汉医药创新科技有限公司,"医药制造,医疗健康,生命科学",100-299人,国企,CP-J-PHA-001-02,"岗位方向：医药/健康/生命科学。负责药品学术推广、医学信息传递与客户关系维护，强调专业医学知识、沟通能力和目标管理。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握医学知识、学术推广、客户管理、演讲能力、CRM系统、市场分析，具备学习能力、沟通协作意识和结果交付意识。
加分项：医药代表认证、GSP认证，或有校内项目、竞赛、实习、社会实践经历。",武汉医药创新科技有限公司面向应届生和初级人才提供医药/健康/生命科学方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PHA-001-02,2026-05-02
医药代表管培生,西安-高新区,11-18K,西安医药产业发展集团,"医药制造,医疗健康,生命科学",100-299人,上市公司,CP-J-PHA-001-03,"岗位方向：医药/健康/生命科学。负责药品学术推广、医学信息传递与客户关系维护，强调专业医学知识、沟通能力和目标管理。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握医学知识、学术推广、客户管理、演讲能力、CRM系统、市场分析，具备学习能力、沟通协作意识和结果交付意识。
加分项：医药代表认证、GSP认证，或有校内项目、竞赛、实习、社会实践经历。",西安医药产业发展集团面向应届生和初级人才提供医药/健康/生命科学方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PHA-001-03,2026-05-02
供应链专员,武汉-光谷,9-15K,武汉供应链创新科技有限公司,"物流运输,供应链服务,仓储配送",500-999人,民营,CP-J-SPL-001-01,"岗位方向：供应链/物流/采购。负责采购管理、物流协调、库存优化与供应商管理，强调计划能力、成本意识和跨部门协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握采购管理、库存管理、物流协调、供应商评估、ERP系统、成本分析，具备学习能力、沟通协作意识和结果交付意识。
加分项：供应链管理师、采购师，或有校内项目、竞赛、实习、社会实践经历。",武汉供应链创新科技有限公司面向应届生和初级人才提供供应链/物流/采购方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-SPL-001-01,2026-05-02
助理供应链专员,西安-高新区,8-14K,西安供应链产业发展集团,"物流运输,供应链服务,仓储配送",500-999人,国企,CP-J-SPL-001-02,"岗位方向：供应链/物流/采购。负责采购管理、物流协调、库存优化与供应商管理，强调计划能力、成本意识和跨部门协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握采购管理、库存管理、物流协调、供应商评估、ERP系统、成本分析，具备学习能力、沟通协作意识和结果交付意识。
加分项：供应链管理师、采购师，或有校内项目、竞赛、实习、社会实践经历。",西安供应链产业发展集团面向应届生和初级人才提供供应链/物流/采购方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-SPL-001-02,2026-05-02
供应链实习专员,南京-江宁区,12-20K,南京供应链咨询服务有限公司,"物流运输,供应链服务,仓储配送",500-999人,上市公司,CP-J-SPL-001-03,"岗位方向：供应链/物流/采购。负责采购管理、物流协调、库存优化与供应商管理，强调计划能力、成本意识和跨部门协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握采购管理、库存管理、物流协调、供应商评估、ERP系统、成本分析，具备学习能力、沟通协作意识和结果交付意识。
加分项：供应链管理师、采购师，或有校内项目、竞赛、实习、社会实践经历。",南京供应链咨询服务有限公司面向应届生和初级人才提供供应链/物流/采购方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-SPL-001-03,2026-05-02
记者/编辑,西安-高新区,10-17K,西安市场产业发展集团,"传媒,广告营销,品牌服务,内容平台",1000-9999人,民营,CP-J-JOU-001-01,"岗位方向：市场/品牌/传媒。负责新闻采编、内容创作、选题策划与舆情监测，强调新闻敏感度、写作能力与信息整合能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握新闻采写、内容编辑、选题策划、舆情分析、摄影摄像、排版设计，具备学习能力、沟通协作意识和结果交付意识。
加分项：记者证、编辑资格证，或有校内项目、竞赛、实习、社会实践经历。",西安市场产业发展集团面向应届生和初级人才提供市场/品牌/传媒方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-JOU-001-01,2026-05-02
助理记者,南京-江宁区,9-16K,南京市场咨询服务有限公司,"传媒,广告营销,品牌服务,内容平台",1000-9999人,国企,CP-J-JOU-001-02,"岗位方向：市场/品牌/传媒。负责新闻采编、内容创作、选题策划与舆情监测，强调新闻敏感度、写作能力与信息整合能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握新闻采写、内容编辑、选题策划、舆情分析、摄影摄像、排版设计，具备学习能力、沟通协作意识和结果交付意识。
加分项：记者证、编辑资格证，或有校内项目、竞赛、实习、社会实践经历。",南京市场咨询服务有限公司面向应届生和初级人才提供市场/品牌/传媒方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-JOU-001-02,2026-05-02
记者管培生,苏州-工业园区,13-22K,苏州市场智能制造有限公司,"传媒,广告营销,品牌服务,内容平台",1000-9999人,上市公司,CP-J-JOU-001-03,"岗位方向：市场/品牌/传媒。负责新闻采编、内容创作、选题策划与舆情监测，强调新闻敏感度、写作能力与信息整合能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握新闻采写、内容编辑、选题策划、舆情分析、摄影摄像、排版设计，具备学习能力、沟通协作意识和结果交付意识。
加分项：记者证、编辑资格证，或有校内项目、竞赛、实习、社会实践经历。",苏州市场智能制造有限公司面向应届生和初级人才提供市场/品牌/传媒方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-JOU-001-03,2026-05-02
项目管理,南京-江宁区,11-15K,南京综合管理咨询服务有限公司,"专业服务,企业服务,综合管理",20-99人,民营,CP-J-PJT-001-01,"岗位方向：综合管理/专业服务。负责项目规划、进度管理、风险控制与跨团队协调，强调系统思维、沟通推动与目标管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握项目规划、进度管理、风险管理、PMP方法论、跨团队协调、预算控制，具备学习能力、沟通协作意识和结果交付意识。
加分项：PMP、PRINCE2，或有校内项目、竞赛、实习、社会实践经历。",南京综合管理咨询服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PJT-001-01,2026-05-02
助理项目管理,苏州-工业园区,10-14K,苏州综合管理智能制造有限公司,"专业服务,企业服务,综合管理",20-99人,国企,CP-J-PJT-001-02,"岗位方向：综合管理/专业服务。负责项目规划、进度管理、风险控制与跨团队协调，强调系统思维、沟通推动与目标管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握项目规划、进度管理、风险管理、PMP方法论、跨团队协调、预算控制，具备学习能力、沟通协作意识和结果交付意识。
加分项：PMP、PRINCE2，或有校内项目、竞赛、实习、社会实践经历。",苏州综合管理智能制造有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PJT-001-02,2026-05-02
项目管理管培生,天津-滨海新区,14-20K,天津综合管理现代服务有限公司,"专业服务,企业服务,综合管理",20-99人,上市公司,CP-J-PJT-001-03,"岗位方向：综合管理/专业服务。负责项目规划、进度管理、风险控制与跨团队协调，强调系统思维、沟通推动与目标管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握项目规划、进度管理、风险管理、PMP方法论、跨团队协调、预算控制，具备学习能力、沟通协作意识和结果交付意识。
加分项：PMP、PRINCE2，或有校内项目、竞赛、实习、社会实践经历。",天津综合管理现代服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PJT-001-03,2026-05-02
投资顾问,苏州-工业园区,12-17K,苏州金融智能制造有限公司,"金融服务,银行,证券,保险,会计/审计",100-299人,民营,CP-J-INV-001-01,"岗位方向：金融/财会/风控。负责客户资产配置建议、理财产品推荐与投资组合管理，强调金融产品理解、客户需求分析与风险管理意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握资产配置、理财产品、风险评估、客户分析、基金分析、税务规划，具备学习能力、沟通协作意识和结果交付意识。
加分项：基金从业资格、AFP/CFP，或有校内项目、竞赛、实习、社会实践经历。",苏州金融智能制造有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-INV-001-01,2026-05-02
助理投资顾问,天津-滨海新区,11-16K,天津金融现代服务有限公司,"金融服务,银行,证券,保险,会计/审计",100-299人,国企,CP-J-INV-001-02,"岗位方向：金融/财会/风控。负责客户资产配置建议、理财产品推荐与投资组合管理，强调金融产品理解、客户需求分析与风险管理意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握资产配置、理财产品、风险评估、客户分析、基金分析、税务规划，具备学习能力、沟通协作意识和结果交付意识。
加分项：基金从业资格、AFP/CFP，或有校内项目、竞赛、实习、社会实践经历。",天津金融现代服务有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-INV-001-02,2026-05-02
投资顾问管培生,重庆-渝北区,15-22K,重庆金融创新科技有限公司,"金融服务,银行,证券,保险,会计/审计",100-299人,上市公司,CP-J-INV-001-03,"岗位方向：金融/财会/风控。负责客户资产配置建议、理财产品推荐与投资组合管理，强调金融产品理解、客户需求分析与风险管理意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握资产配置、理财产品、风险评估、客户分析、基金分析、税务规划，具备学习能力、沟通协作意识和结果交付意识。
加分项：基金从业资格、AFP/CFP，或有校内项目、竞赛、实习、社会实践经历。",重庆金融创新科技有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-INV-001-03,2026-05-02
风险控制专员,天津-滨海新区,13-19K,天津金融现代服务有限公司,"金融服务,银行,证券,保险,会计/审计",500-999人,民营,CP-J-RSK-001-01,"岗位方向：金融/财会/风控。负责风险评估模型搭建、信用分析、合规检查与风险报告撰写，强调数据敏感度、逻辑分析与审慎判断能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握风险建模、信用评估、数据分析、合规管理、Python、监管法规，具备学习能力、沟通协作意识和结果交付意识。
加分项：FRM、风险管理师，或有校内项目、竞赛、实习、社会实践经历。",天津金融现代服务有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-RSK-001-01,2026-05-02
助理风险控制专员,重庆-渝北区,12-18K,重庆金融创新科技有限公司,"金融服务,银行,证券,保险,会计/审计",500-999人,国企,CP-J-RSK-001-02,"岗位方向：金融/财会/风控。负责风险评估模型搭建、信用分析、合规检查与风险报告撰写，强调数据敏感度、逻辑分析与审慎判断能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握风险建模、信用评估、数据分析、合规管理、Python、监管法规，具备学习能力、沟通协作意识和结果交付意识。
加分项：FRM、风险管理师，或有校内项目、竞赛、实习、社会实践经历。",重庆金融创新科技有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-RSK-001-02,2026-05-02
风险控制实习专员,北京-海淀区,16-24K,北京金融产业发展集团,"金融服务,银行,证券,保险,会计/审计",500-999人,上市公司,CP-J-RSK-001-03,"岗位方向：金融/财会/风控。负责风险评估模型搭建、信用分析、合规检查与风险报告撰写，强调数据敏感度、逻辑分析与审慎判断能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握风险建模、信用评估、数据分析、合规管理、Python、监管法规，具备学习能力、沟通协作意识和结果交付意识。
加分项：FRM、风险管理师，或有校内项目、竞赛、实习、社会实践经历。",北京金融产业发展集团面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-RSK-001-03,2026-05-02
银行柜员/客户经理,重庆-渝北区,14-21K,重庆金融创新科技有限公司,"金融服务,银行,证券,保险,会计/审计",1000-9999人,民营,CP-J-IBK-001-01,"岗位方向：金融/财会/风控。负责银行业务办理、客户咨询、产品销售与账户管理，强调服务意识、业务准确度与合规操作能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握银行业务、产品销售、客户服务、反洗钱、合规操作、金融产品知识，具备学习能力、沟通协作意识和结果交付意识。
加分项：银行从业资格、基金从业资格，或有校内项目、竞赛、实习、社会实践经历。",重庆金融创新科技有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-IBK-001-01,2026-05-02
助理银行柜员,北京-海淀区,13-20K,北京金融产业发展集团,"金融服务,银行,证券,保险,会计/审计",1000-9999人,国企,CP-J-IBK-001-02,"岗位方向：金融/财会/风控。负责银行业务办理、客户咨询、产品销售与账户管理，强调服务意识、业务准确度与合规操作能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握银行业务、产品销售、客户服务、反洗钱、合规操作、金融产品知识，具备学习能力、沟通协作意识和结果交付意识。
加分项：银行从业资格、基金从业资格，或有校内项目、竞赛、实习、社会实践经历。",北京金融产业发展集团面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-IBK-001-02,2026-05-02
银行柜员管培生,上海-浦东新区,17-26K,上海金融咨询服务有限公司,"金融服务,银行,证券,保险,会计/审计",1000-9999人,上市公司,CP-J-IBK-001-03,"岗位方向：金融/财会/风控。负责银行业务办理、客户咨询、产品销售与账户管理，强调服务意识、业务准确度与合规操作能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握银行业务、产品销售、客户服务、反洗钱、合规操作、金融产品知识，具备学习能力、沟通协作意识和结果交付意识。
加分项：银行从业资格、基金从业资格，或有校内项目、竞赛、实习、社会实践经历。",上海金融咨询服务有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-IBK-001-03,2026-05-02
保险精算师,北京-海淀区,6-10K,北京金融产业发展集团,"金融服务,银行,证券,保险,会计/审计",20-99人,民营,CP-J-INS-001-01,"岗位方向：金融/财会/风控。负责保险产品定价、准备金评估、偿付能力分析与精算模型搭建，强调数学建模、统计分析和审慎判断能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握精算建模、概率统计、Excel/VBA、Python、寿险精算、产险精算，具备学习能力、沟通协作意识和结果交付意识。
加分项：精算师（中国/北美）、FRM，或有校内项目、竞赛、实习、社会实践经历。",北京金融产业发展集团面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-INS-001-01,2026-05-02
助理保险精算师,上海-浦东新区,5-9K,上海金融咨询服务有限公司,"金融服务,银行,证券,保险,会计/审计",20-99人,国企,CP-J-INS-001-02,"岗位方向：金融/财会/风控。负责保险产品定价、准备金评估、偿付能力分析与精算模型搭建，强调数学建模、统计分析和审慎判断能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握精算建模、概率统计、Excel/VBA、Python、寿险精算、产险精算，具备学习能力、沟通协作意识和结果交付意识。
加分项：精算师（中国/北美）、FRM，或有校内项目、竞赛、实习、社会实践经历。",上海金融咨询服务有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-INS-001-02,2026-05-02
保险精算师实习生,广州-天河区,9-15K,广州金融智能制造有限公司,"金融服务,银行,证券,保险,会计/审计",20-99人,上市公司,CP-J-INS-001-03,"岗位方向：金融/财会/风控。负责保险产品定价、准备金评估、偿付能力分析与精算模型搭建，强调数学建模、统计分析和审慎判断能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握精算建模、概率统计、Excel/VBA、Python、寿险精算、产险精算，具备学习能力、沟通协作意识和结果交付意识。
加分项：精算师（中国/北美）、FRM，或有校内项目、竞赛、实习、社会实践经历。",广州金融智能制造有限公司面向应届生和初级人才提供金融/财会/风控方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-INS-001-03,2026-05-02
